@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1-2,5-7,14-15-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R1'

@attribute gongzuoshidianya numeric
@attribute dianjiewendu numeric
@attribute fenzibi numeric
@attribute alfjialiaoshiji numeric
@attribute lvshuiping numeric
@attribute dianjiezhishuiping numeric
@attribute dianliuxiaolv numeric

@data
0.61811,0.454545,0.905109,0.461538,0.615385,0.5,0.357215
0.566929,0.409091,0.948905,0.384615,0.615385,0.8,0.785739
0.692913,0.454545,0.905109,0.384615,0.461538,0.9,0.357215
0.614173,0.363636,0.905109,0.384615,0.615385,0.7,0.357215
0.535434,0.818182,0.978102,0.846154,0.461538,0.5,0.357215
0.704725,0.409091,0.883212,0.384615,0.461538,0.6,0.357215
0.610236,0.545455,0.919708,0.333333,0.307692,0.8,0.357215
0.779528,0.863636,0.875912,0.384615,0.461538,0.7,0.785739
0.818898,0.545455,0.824818,0.128205,0.153846,0.3,0.785739
0.590552,0.863636,0.992701,0.794872,0.538462,0.7,0.357215
0.6063,0.818182,0.905109,0.846154,0.384615,0.9,0.142954
0.795275,0.272727,0.905109,0.461538,0.538462,0.6,0.785739
0.76378,0.454545,0.824818,0.128205,0.153846,0.6,0.785739
0.728347,0.545455,0.934307,0.512821,0.153846,0.7,0.785739
0.625985,0.727273,0.992701,0.384615,0.461538,0.6,0.785739
0.649607,0.636364,0.934307,0.384615,0.461538,0.6,0.785739
